iteration,cost,entropy,free_energy,num_conflicts,conflict_density,entropy_production_rate,energy_dissipation_rate,cost_change_rate,entropy_variance,energy_variance,cost_variance,entropy_autocorr,energy_autocorr,cost_autocorr,exploration_rate,conflict_persistence,phase_space_velocity,thermodynamic_efficiency,entropy_to_cost_ratio,energy_gradient,system_temperature,algorithm,seed
5,180,2.7219280948873625,207.21928094887363,5,0.034722222222222224,-0.09933259246743072,0.8842350155833961,0.10909090909090384,0.13328182989114465,11.121821522259697,0.1983471074380165,0.7464000720391352,0.705323271927196,0.7637626158259734,1.0,0.13753920931733854,0.47192809488736254,0.0,0.015121822749374236,0.8842350155833961,27.21928094887363,F-CBS Anneal (T=10.0→0),1
6,181,2.5,206.0,4,0.027777777777777776,-0.09231939363417012,0.7728442859920489,0.15034965034965156,0.13524578332417667,10.638401678530352,0.40972222222222215,0.7519590072858826,0.7094634588779657,0.8209008497548317,1.0,0.1460048908218078,1.0243300636515236,0.0048543689320388345,0.013812154696132596,0.7728442859920489,25.0,F-CBS Anneal (T=10.0→0),1
6,181,2.25,203.5,4,0.027777777777777776,-0.09327890883491903,0.7624594180195177,0.170329670329675,0.1529513153775344,11.394249059468706,0.5562130177514792,0.7791315076430373,0.7212177356931758,0.8716954578331018,1.0,0.1532904918454221,0.25,0.0,0.012430939226519336,0.7624594180195177,22.5,F-CBS Anneal (T=10.0→0),1
7,181,1.9182958340544896,200.1829583405449,3,0.020833333333333332,-0.10069418287854966,0.8289198507635335,0.17802197802197398,0.19725184244725957,14.475508619421054,0.6581632653061226,0.8241483222570802,0.765327506749218,0.8983934896592016,1.0,0.15620001510484072,0.33170416594551044,0.004995430221881484,0.010598319525162925,0.8289198507635335,19.1829583405449,F-CBS Anneal (T=10.0→0),1
7,181,1.9182958340544896,200.1829583405449,3,0.020833333333333332,-0.10299675643494545,0.8513961357780189,0.1785714285714339,0.2287731108467664,16.66120572339041,0.7288888888888889,0.8605046809711687,0.8139663567916728,0.913968350043396,1.0,0.15933515601603854,0.0,0.0,0.010598319525162925,0.8513961357780189,19.1829583405449,F-CBS Anneal (T=10.0→0),1
8,181,1.9182958340544896,200.1829583405449,3,0.020833333333333332,-0.10226546176088085,0.8476546176088074,0.17499999999999946,0.2511192920366485,18.20446439890296,0.77734375,0.8816751429895059,0.8421820511648457,0.9241051583454717,1.0,0.17858957158507227,0.0,0.0,0.010598319525162925,0.8476546176088074,19.1829583405449,F-CBS Anneal (T=10.0→0),1
8,181,1.0,191.0,2,0.013888888888888888,-0.1177641884020837,1.0085242369620098,0.16911764705882582,0.38885003657222844,30.279637945494855,0.8096885813148789,0.873553696555042,0.8340488311123472,0.9312152793198335,1.0,0.18242755923927434,0.9182958340544896,0.005235602094240838,0.0055248618784530384,1.0085242369620098,10.0,F-CBS Anneal (T=10.0→0),1
9,181,1.0,191.0,2,0.013888888888888888,-0.1265744494064,1.1037217902456276,0.16202270381836953,0.4952740196832285,39.633604464126144,0.830246913580247,0.9049879984309371,0.8807729650279854,0.936474306633197,1.0,0.1872688761110871,0.0,0.0,0.0055248618784530384,1.1037217902456276,10.0,F-CBS Anneal (T=10.0→0),1
9,181,0.0,181.0,1,0.006944444444444444,-0.14667167123991487,1.3123307474868653,0.15438596491228157,0.7747092289827165,65.54784785109693,0.8421052631578947,0.9253464817518733,0.9107763000298894,0.9405204460966539,1.0,0.18933652729464345,1.0,0.0055248618784530384,0.0,1.3123307474868653,0.0,F-CBS Anneal (T=10.0→0),1
10,182,0.0,182.0,1,0.006944444444444444,-0.1592186232723342,1.4312839770842414,0.16090225563909274,0.9971782023703885,84.12539256835272,0.9899999999999999,0.9402410645156536,0.9262698513974021,0.9293203772845849,1.0,0.19149277252555785,1.0,0.0,0.0,1.4312839770842414,0.0,F-CBS Anneal (T=10.0→0),1
10,182,1.0,192.0,1,0.006944444444444444,-0.15345183940967894,1.3708820304604268,0.16363636363636413,1.018055335047953,85.00346538026285,1.106575963718821,0.9114587658752292,0.8942949517751394,0.9396635605925872,1.0,0.19854818898714754,1.0,0.0,0.005494505494505495,1.3708820304604268,10.0,F-CBS Anneal (T=10.0→0),1
11,183,0.0,183.0,1,0.006944444444444444,-0.15915917359096948,1.415984734215734,0.1756070016939583,1.1759579587635167,96.61117956821691,1.3987603305785126,0.9082595998190093,0.8917130330387846,0.9436293020602121,1.0,0.20044972483827483,1.4142135623730951,0.0,0.0,1.415984734215734,0.0,F-CBS Anneal (T=10.0→0),1
11,184,0.0,184.0,0,0.0,-0.16177171945074525,1.4240413051793874,0.1936758893280642,1.3031472614875934,104.46501382715316,1.9017013232514177,0.9211529841185203,0.9043606055892517,0.957031179554245,1.0,0.20044972483827483,1.0,0.005434782608695652,0.0,1.4240413051793874,0.0,F-CBS Anneal (T=10.0→0),1
12,183,0.0,183.0,0,0.0,-0.1621656625682652,1.4260044517696124,0.19565217391303816,1.4054967892575199,112.04214408486996,2.076388888888889,0.930122727654664,0.9147966809697216,0.9423718996343016,1.0,0.20044972483827483,1.0,0.0,0.0,1.4260044517696124,0.0,F-CBS Anneal (T=10.0→0),1
12,183,0.0,183.0,0,0.0,-0.16097541832527348,1.4143695678681176,0.19538461538461402,1.4876278398363618,118.09689227392987,2.2176,0.9367225225676746,0.9226124502879349,0.948204731129143,1.0,0.20044972483827483,0.0,0.0,0.0,1.4143695678681176,0.0,F-CBS Anneal (T=10.0→0),1
13,183,0.0,183.0,0,0.0,-0.16097541832527348,1.4143695678681176,0.19538461538461402,1.4876278398363618,118.09689227392987,2.2176,0.9367225225676746,0.9226124502879349,0.948204731129143,1.0,0.20044972483827483,0.0,0.0,0.0,1.4143695678681176,0.0,F-CBS Anneal (T=10.0→0),1
